Native Title,English Title,Year,Country,Rating,Number of Raters,URL,ID
底线,Draw the Line,2022.0,Chinese mainland,7.3,147536.0,https://movie.douban.com/subject/35633626/,35633626.0
逃避虽可耻但有用 逃げるは恥だが役に立つ,We Married as Job,2016.0,Japan,8.4,196636.0,https://movie.douban.com/subject/26816519/,26816519.0
俗女养成记 俗女養成記,The Making of an Ordinary Woman,2019.0,"Taiwan, China",9.3,227507.0,https://movie.douban.com/subject/34785763/,34785763.0
非常律师禹英禑 이상한 변호사 우영우,Weird Lawyer Woo Young Woo,2022.0,South Korea,8.8,143005.0,https://movie.douban.com/subject/35524446/,35524446.0
他是谁,Who Is He,2023.0,Chinese mainland,5.6,141080.0,https://movie.douban.com/subject/35873870/,35873870.0
小鱼儿与花无缺 小魚兒與花無缺,绝代双骄,2005.0,China Hong Kong,7.8,107169.0,https://movie.douban.com/subject/2284418/,2284418.0
三叉戟,Trident,2020.0,Chinese mainland,7.5,94590.0,https://movie.douban.com/subject/34845712/,34845712.0
三大队,Man Hunt,2023.0,Chinese mainland,7.1,105602.0,https://movie.douban.com/subject/36178641/,36178641.0
风声,The Message,2020.0,Chinese mainland,8.0,93853.0,https://movie.douban.com/subject/27068534/,27068534.0
巡回检察组,正义颂,2020.0,Chinese mainland,6.9,74581.0,https://movie.douban.com/subject/30317700/,30317700.0
重生,白夜重生,2020.0,Chinese mainland,6.4,91260.0,https://movie.douban.com/subject/30203553/,30203553.0
我，喜欢你,终于等到你,2020.0,Chinese mainland,6.5,97462.0,https://movie.douban.com/subject/34908020/,34908020.0
猎狐,Hunting,2020.0,Chinese mainland,6.8,82001.0,https://movie.douban.com/subject/26984534/,26984534.0
裸婚时代,Naked Marriage Age,2011.0,Chinese mainland,7.7,72689.0,https://movie.douban.com/subject/5958582/,5958582.0
匆匆那年,Back in Time,2014.0,Chinese mainland,8.1,91163.0,https://movie.douban.com/subject/25840705/,25840705.0
亲爱的自己,To Dear Myself,2020.0,Chinese mainland,5.9,84533.0,https://movie.douban.com/subject/34815432/,34815432.0
倚天屠龙记,Relying on Heaven to Slaughter Dragons,2019.0,Chinese mainland,5.8,88026.0,https://movie.douban.com/subject/25865815/,25865815.0
遇见王沥川,Remembering Lichuan,2016.0,Chinese mainland,8.9,127177.0,https://movie.douban.com/subject/20444535/,20444535.0
顶楼 第一季 펜트하우스,Penthouse,2020.0,South Korea,6.9,99976.0,https://movie.douban.com/subject/34937895/,34937895.0
好兆头 第一季 Good Omens Season 1,吉兆,2019.0,England America,8.8,105508.0,https://movie.douban.com/subject/26846856/,26846856.0
精英律师,The Gold Medal Lawyer,2019.0,Chinese mainland,5.3,71549.0,https://movie.douban.com/subject/30464614/,30464614.0
北辙南辕,North and south,2021.0,Chinese mainland,5.0,69841.0,https://movie.douban.com/subject/35135955/,35135955.0
东京大饭店 グランメゾン東京,La Grande Maison Tokyo,2019.0,Japan,8.8,111101.0,https://movie.douban.com/subject/33464695/,33464695.0
蜗居,Dwelling Narrowness,2009.0,Chinese mainland,8.1,106753.0,https://movie.douban.com/subject/3609075/,3609075.0
闯关东,Go through the customs,2008.0,Chinese mainland,9.3,109616.0,https://movie.douban.com/subject/2373267/,2373267.0
逆局,Danger Zone,2021.0,"Taiwan, China",8.2,104664.0,https://movie.douban.com/subject/35240435/,35240435.0
三悦有了新工作,Song of Life,2022.0,Chinese mainland,8.4,95393.0,https://movie.douban.com/subject/35637224/,35637224.0
平凡的世界,The Ordinary World,2015.0,Chinese mainland,8.8,81846.0,https://movie.douban.com/subject/25851665/,25851665.0
好先生,To Be A Better Man,2016.0,Chinese mainland,7.2,75109.0,https://movie.douban.com/subject/26322643/,26322643.0
轩辕剑之天之痕,轩辕剑-天之痕,2012.0,Chinese mainland,6.8,73797.0,https://movie.douban.com/subject/5989840/,5989840.0
恶作剧之吻 惡作劇之吻,It started with a Kiss,2005.0,"Taiwan, China",9.0,207973.0,https://movie.douban.com/subject/2085020/,2085020.0
天下第一,World first,2005.0,"Mainland China / Hong Kong / Taiwan, China",8.4,93331.0,https://movie.douban.com/subject/1830586/,1830586.0
鸡毛飞上天,Feather Flies To The Sky,2017.0,Chinese mainland,8.1,111897.0,https://movie.douban.com/subject/26685864/,26685864.0
风筝,Kite,2017.0,Chinese mainland,8.8,97763.0,https://movie.douban.com/subject/25752323/,25752323.0
小敏家,Xiaomin's Home,2021.0,Chinese mainland,6.1,87471.0,https://movie.douban.com/subject/35203343/,35203343.0
求婚大作战 プロポーズ大作戦,Operation Love,2007.0,Japan,8.9,126996.0,https://movie.douban.com/subject/2018131/,2018131.0
天龙八部,Tianlong Babu,2003.0,Chinese mainland,8.6,125057.0,https://movie.douban.com/subject/1718150/,1718150.0
华灯初上 華燈初上,Light The Night,2021.0,"Taiwan, China",8.1,129641.0,https://movie.douban.com/subject/34607516/,34607516.0
春光灿烂猪八戒,Sunny Piggy,2000.0,Chinese mainland,7.9,123631.0,https://movie.douban.com/subject/2270545/,2270545.0
魔幻手机,Magic phone,2008.0,Chinese mainland,8.5,89944.0,https://movie.douban.com/subject/3032552/,3032552.0
鹊刀门传奇,象牙门传奇,2023.0,Chinese mainland,8.2,92343.0,https://movie.douban.com/subject/35936087/,35936087.0
神探狄仁杰,武朝迷案,2004.0,Chinese mainland,9.1,83729.0,https://movie.douban.com/subject/2995948/,2995948.0
猎场,Game of Hunting,2017.0,Chinese mainland,5.6,107306.0,https://movie.douban.com/subject/26322642/,26322642.0
隐秘而伟大,Fearless Whispers,2020.0,Chinese mainland,7.9,209888.0,https://movie.douban.com/subject/27663998/,27663998.0
你是谁 - 学校2015 후아유 - 학교 2015,Who Are You－学校2015,2015.0,South Korea,8.1,105798.0,https://movie.douban.com/subject/26334949/,26334949.0
毛骗 第一季,Moral Peanuts,2010.0,Chinese mainland,8.7,82613.0,https://movie.douban.com/subject/4888230/,4888230.0
唐顿庄园  第一季 Downton Abbey Season 1,唐顿庄园 第一季,2010.0,England America,9.4,203218.0,https://movie.douban.com/subject/4769314/,4769314.0
热血同行,热血同行艳势番,2020.0,Chinese mainland,6.8,74163.0,https://movie.douban.com/subject/27145093/,27145093.0
异物志,The Record of Strange Things,2022.0,Chinese mainland,8.4,72368.0,https://movie.douban.com/subject/26889177/,26889177.0
我的ID是江南美人 내 아이디는 강남미인,내 ID는 강남미인,2018.0,South Korea,7.5,104582.0,https://movie.douban.com/subject/30232208/,30232208.0
神话,The Myth,2010.0,Chinese mainland,7.7,88612.0,https://movie.douban.com/subject/3732699/,3732699.0
幸福，触手可及！,Love Advanced Customization,2020.0,Chinese mainland,5.1,125164.0,https://movie.douban.com/subject/27073044/,27073044.0
阳光之下,The Controllers,2020.0,Chinese mainland,6.7,84158.0,https://movie.douban.com/subject/30217666/,30217666.0
小别离,A Love for Separation,2016.0,Chinese mainland,8.0,96064.0,https://movie.douban.com/subject/26322639/,26322639.0
"继承者们 왕관을 쓰려는자, 그 무게를 견뎌라 - 상속자들","The One Trying to Wear the Crown, Withstand the Weight – The Heirs",2013.0,South Korea,7.1,204055.0,https://movie.douban.com/subject/23775560/,23775560.0
弥留之国的爱丽丝 第一季 今際の国のアリス,Alice in Borderland,2020.0,Japan,8.0,214149.0,https://movie.douban.com/subject/34477588/,34477588.0
天道,Heaven,2008.0,Chinese mainland,9.2,95569.0,https://movie.douban.com/subject/2347485/,2347485.0
财阀家的小儿子 재벌집 막내아들,财阀家的小孙子,2022.0,South Korea,7.1,125319.0,https://movie.douban.com/subject/30291070/,30291070.0
穿越时空的爱恋,Love through time and space,2002.0,Chinese mainland,7.9,92693.0,https://movie.douban.com/subject/2229479/,2229479.0
暗夜行者,Day Breaker,2022.0,Chinese mainland,7.2,80683.0,https://movie.douban.com/subject/35235301/,35235301.0
宝莲灯,Lotus Lantern,2005.0,Chinese mainland,7.8,85693.0,https://movie.douban.com/subject/2327493/,2327493.0
365：逆转命运的1年 365:운명을 거스르는 1년,365: One Year Against Destiny,2020.0,South Korea,8.9,127201.0,https://movie.douban.com/subject/34902595/,34902595.0
鹿鼎记,Lu Dingji,2020.0,Chinese mainland,3.2,96877.0,https://movie.douban.com/subject/30337662/,30337662.0
万万没想到 第一季,Unexpectedness,2013.0,Chinese mainland,8.4,84244.0,https://movie.douban.com/subject/24904361/,24904361.0
北京爱情故事,BeiJing Love Story,2012.0,Chinese mainland,7.5,125295.0,https://movie.douban.com/subject/5377708/,5377708.0
粉红女郎,涩女郎,2003.0,Chinese mainland,8.0,122946.0,https://movie.douban.com/subject/2244363/,2244363.0
东京女子图鉴 東京女子図鑑,Tokyo Girl,2016.0,Japan,8.6,124375.0,https://movie.douban.com/subject/26921674/,26921674.0
我在未来等你,Waiting For You In The Future,2019.0,Chinese mainland,8.3,72637.0,https://movie.douban.com/subject/30183817/,30183817.0
问心,The Heart,2023.0,Chinese mainland,8.4,74997.0,https://movie.douban.com/subject/34905779/,34905779.0
重版出来！,じゅうはんしゅったい,2016.0,Japan,9.2,109011.0,https://movie.douban.com/subject/26602304/,26602304.0
功勋,Medal of the Republic,2021.0,Chinese mainland,9.0,83597.0,https://movie.douban.com/subject/34951103/,34951103.0
孝庄秘史,大玉儿,2002.0,Chinese mainland,8.6,70748.0,https://movie.douban.com/subject/2157146/,2157146.0
大唐荣耀,The Glory of Tang Dynasty,2017.0,Chinese mainland,6.9,111709.0,https://movie.douban.com/subject/24827545/,24827545.0
金粉世家,The Story of a Noble Family,2003.0,Chinese mainland,8.5,154310.0,https://movie.douban.com/subject/2157130/,2157130.0
和平饭店,Peace Hotel,2018.0,Chinese mainland,7.8,114164.0,https://movie.douban.com/subject/26828285/,26828285.0
我们的少年时代,Our Sixteen Year Old,2017.0,Chinese mainland,5.3,76915.0,https://movie.douban.com/subject/26662489/,26662489.0
盗墓笔记 第一季,The Lost Tomb Season 1,2015.0,Chinese mainland,5.5,102318.0,https://movie.douban.com/subject/25907063/,25907063.0
野猪大改造 野ブタ。をプロデュース,Nobuta wo produce,2005.0,Japan,8.3,102697.0,https://movie.douban.com/subject/1451430/,1451430.0
动物管理局,Bureau of Transformer,2019.0,Chinese mainland,7.5,77790.0,https://movie.douban.com/subject/27107725/,27107725.0
大军师司马懿之军师联盟,The Advisors Alliance,2017.0,Chinese mainland,8.2,150925.0,https://movie.douban.com/subject/26605881/,26605881.0
流金岁月,My Best Friend’s Story,2020.0,Chinese mainland,6.4,157297.0,https://movie.douban.com/subject/30122638/,30122638.0
哦！我的皇帝陛下 第一季,这个皇上我要了,2018.0,Chinese mainland,5.1,137509.0,https://movie.douban.com/subject/27135558/,27135558.0
"我们的父辈 Unsere Mütter, unsere Väter",Generation War,2013.0,Germany,9.6,153001.0,https://movie.douban.com/subject/22623816/,22623816.0
风起陇西,The Wind Blows From Longxi,2022.0,Chinese mainland,8.1,115500.0,https://movie.douban.com/subject/26766214/,26766214.0
八角亭谜雾,The Pavilion,2021.0,Chinese mainland,5.7,80115.0,https://movie.douban.com/subject/35307435/,35307435.0
回来的女儿,Homesick,2022.0,Chinese mainland,6.2,156851.0,https://movie.douban.com/subject/35633718/,35633718.0
春风十里，不如你,Spring Breeze Ten Miles,2017.0,Chinese mainland,6.3,77939.0,https://movie.douban.com/subject/26861629/,26861629.0
小舍得,A Little Dilemma,2021.0,Chinese mainland,6.5,77976.0,https://movie.douban.com/subject/30170907/,30170907.0
十日游戏,Kidnapping Game,2020.0,Chinese mainland,7.0,114080.0,https://movie.douban.com/subject/26986843/,26986843.0
铁齿铜牙纪晓岚,The Bronze Teeth 1,2001.0,Chinese mainland,8.4,112283.0,https://movie.douban.com/subject/2248757/,2248757.0
江照黎明,The Crack of Dawn,2022.0,Chinese mainland,6.1,75850.0,https://movie.douban.com/subject/35390637/,35390637.0
W-两个世界 W,Deobeul-yu,2016.0,South Korea,8.1,270489.0,https://movie.douban.com/subject/26727298/,26727298.0
一吻定情 イタズラなKiss～Love in TOKYO,Mischievous Kiss: Love in TOKYO,2013.0,Japan,8.4,153112.0,https://movie.douban.com/subject/21339675/,21339675.0
当家主母,清越坊の女たち～当家主母～(日),2021.0,Chinese mainland,2.8,153746.0,https://movie.douban.com/subject/33442332/,33442332.0
尘封十三载,Thirteen Years of Dust,2023.0,Chinese mainland,8.1,139508.0,https://movie.douban.com/subject/35725856/,35725856.0
我的团长我的团,My Chief and My Regiment,2009.0,Chinese mainland,9.6,159695.0,https://movie.douban.com/subject/2997325/,2997325.0
陆贞传奇,女相,2013.0,Chinese mainland,7.7,118554.0,https://movie.douban.com/subject/10484007/,10484007.0
不完美受害人,Imperfect Victim,2023.0,Chinese mainland,7.5,79673.0,https://movie.douban.com/subject/35946038/,35946038.0
机智牢房生活 슬기로운 감빵생활,Wise Prison Life,2017.0,South Korea,9.4,256550.0,https://movie.douban.com/subject/27081753/,27081753.0
大宋提刑官,Judge of Song Dynasty,2005.0,Chinese mainland,9.3,118935.0,https://movie.douban.com/subject/2239292/,2239292.0
龙门镖局,Longmen Express,2013.0,Chinese mainland,7.7,104173.0,https://movie.douban.com/subject/11627047/,11627047.0
少年派,Juvenile,2019.0,Chinese mainland,6.5,103243.0,https://movie.douban.com/subject/27598254/,27598254.0
深夜食堂,黄小厨和他的明星朋友们(豆友取名),2017.0,Chinese mainland,2.9,117788.0,https://movie.douban.com/subject/26411410/,26411410.0
大秦帝国之裂变,The Qin Empire,2009.0,Chinese mainland,9.3,77852.0,https://movie.douban.com/subject/3114220/,3114220.0
我有一个朋友,I have a friend,2023.0,Chinese mainland,8.6,84705.0,https://movie.douban.com/subject/35712815/,35712815.0
北平无战事,All Quiet in Peking,2014.0,Chinese mainland,9.0,102189.0,https://movie.douban.com/subject/24695611/,24695611.0
我可能不会爱你 我可能不會愛你,イタズラな恋愛白書,2011.0,"Taiwan, China",8.8,249515.0,https://movie.douban.com/subject/6129693/,6129693.0
新闻女王 新聞女王,The Queen of NEWS,2023.0,Hong Kong / Mainland China,7.8,148988.0,https://movie.douban.com/subject/36140095/,36140095.0
真相捕捉 第一季 The Capture Season 1,捕风捉影(台),2019.0,England America,8.9,104645.0,https://movie.douban.com/subject/30305530/,30305530.0
今生是第一次 이번 생은 처음이라,今生第一次,2017.0,South Korea,8.5,135488.0,https://movie.douban.com/subject/27103757/,27103757.0
十八岁的天空,18 -year -old sky,2002.0,Chinese mainland,7.6,64377.0,https://movie.douban.com/subject/2224813/,2224813.0
白色巨塔 白い巨塔,The Ivory Tower,2003.0,Japan,9.7,140523.0,https://movie.douban.com/subject/2150220/,2150220.0
古董局中局,Mystery of Antiques,2018.0,Chinese mainland,6.6,65796.0,https://movie.douban.com/subject/26675617/,26675617.0
金婚,Gold Marriage,2007.0,Chinese mainland,8.5,64923.0,https://movie.douban.com/subject/2222629/,2222629.0
红高粱,Red Sorghum,2014.0,Chinese mainland,8.3,64599.0,https://movie.douban.com/subject/24867835/,24867835.0
欢颜,Rejoicing,2023.0,Chinese mainland,7.9,67834.0,https://movie.douban.com/subject/35891808/,35891808.0
哦我的鬼神大人 오 나의 귀신님,Oh My Ghost!,2015.0,South Korea,8.2,113140.0,https://movie.douban.com/subject/26367601/,26367601.0
红色,The Red,2014.0,Chinese mainland,9.1,132057.0,https://movie.douban.com/subject/25966028/,25966028.0
红楼梦,The Dream of Red Mansions,2010.0,Chinese mainland,5.9,67299.0,https://movie.douban.com/subject/3014183/,3014183.0
炊事班的故事,Story of cooking class,2002.0,Chinese mainland,8.9,64748.0,https://movie.douban.com/subject/2349361/,2349361.0
奋斗,struggle,2007.0,Chinese mainland,7.6,129305.0,https://movie.douban.com/subject/2138507/,2138507.0
汉武大帝,Han Wu Da Di,2005.0,Chinese mainland,9.2,65074.0,https://movie.douban.com/subject/2411184/,2411184.0
为了N Nのために,For N,2014.0,Japan,8.6,112543.0,https://movie.douban.com/subject/25960944/,25960944.0
梅尔罗斯 Patrick Melrose,浮生若梦,2018.0,England America,9.0,115563.0,https://movie.douban.com/subject/26985973/,26985973.0
黎明之前,Before Dawn,2010.0,Chinese mainland,9.2,64497.0,https://movie.douban.com/subject/4894070/,4894070.0
平原上的摩西,Why Try to Change Me Now,2023.0,Chinese mainland,7.6,70254.0,https://movie.douban.com/subject/35232070/,35232070.0
寻秦记 尋秦記,A Step Into The Past,2001.0,China Hong Kong,8.6,133930.0,https://movie.douban.com/subject/2983389/,2983389.0
故乡，别来无恙,There Will Be Ample Time,2023.0,Chinese mainland,8.2,71901.0,https://movie.douban.com/subject/36059766/,36059766.0
破事精英,The Lord of Losers,2022.0,Chinese mainland,7.8,67741.0,https://movie.douban.com/subject/35166507/,35166507.0
天外飞仙,Fairy From The Wonderland,2006.0,"Mainland China / Taiwan, China",8.2,68055.0,https://movie.douban.com/subject/2303259/,2303259.0
白鹿原,White Deer Plain,2017.0,Chinese mainland,8.8,120209.0,https://movie.douban.com/subject/26322644/,26322644.0
最完美的离婚 最高の離婚,The Best Divorce,2013.0,Japan,8.9,121524.0,https://movie.douban.com/subject/20416430/,20416430.0
风云,The Storm Riders,2002.0,Chinese mainland,7.7,69451.0,https://movie.douban.com/subject/2982064/,2982064.0
繁城之下,青蝇宴,2023.0,Chinese mainland,8.5,183873.0,https://movie.douban.com/subject/35725842/,35725842.0
搞笑一家人 거침없이 하이킥!,High Kick!,2006.0,South Korea,9.6,137943.0,https://movie.douban.com/subject/2360882/,2360882.0
大明宫词,Palace of Desire,2000.0,Chinese mainland,9.1,122319.0,https://movie.douban.com/subject/2154859/,2154859.0
校对女孩河野悦子 地味にスゴイ！ 校閲ガール・河野悦子,Pretty Proofreader,2016.0,Japan,7.9,118335.0,https://movie.douban.com/subject/26853460/,26853460.0
鸣龙少年,The Hope,2023.0,Chinese mainland,6.8,66906.0,https://movie.douban.com/subject/35873858/,35873858.0
云南虫谷,Mojin: The Worm Valley,2021.0,Chinese mainland,6.1,168439.0,https://movie.douban.com/subject/35042912/,35042912.0
走向共和,For the Sake of the Republic,2003.0,Chinese mainland,9.6,98577.0,https://movie.douban.com/subject/1441794/,1441794.0
理想之城,The Ideal City,2021.0,Chinese mainland,7.5,98263.0,https://movie.douban.com/subject/35047559/,35047559.0
灵魂摆渡,Soul Ferry,2014.0,Chinese mainland,8.7,99300.0,https://movie.douban.com/subject/25800263/,25800263.0
罚罪,潜流追踪,2022.0,Chinese mainland,7.0,63959.0,https://movie.douban.com/subject/35637216/,35637216.0
平凡的荣耀,Ordinary glory,2020.0,Chinese mainland,7.5,60451.0,https://movie.douban.com/subject/30186581/,30186581.0
血色浪漫,Romantic Life,2004.0,Chinese mainland,8.8,62486.0,https://movie.douban.com/subject/1931974/,1931974.0
像雾像雨又像风,"Xiang Wu, Xiang Yu, You Xiang Feng",2001.0,Chinese mainland,8.2,60887.0,https://movie.douban.com/subject/2153480/,2153480.0
旋风少女 第一季,Whirlwind Girl,2015.0,Chinese mainland,7.1,62038.0,https://movie.douban.com/subject/26315292/,26315292.0
双探,Double Tap,2021.0,Chinese mainland,6.8,61079.0,https://movie.douban.com/subject/34807868/,34807868.0
秋蝉,Cicada of Autumn,2020.0,Chinese mainland,5.7,63400.0,https://movie.douban.com/subject/27011418/,27011418.0
我的青春谁做主,我的青春我做主,2009.0,Chinese mainland,7.6,61889.0,https://movie.douban.com/subject/3873960/,3873960.0
欢天喜地七仙女,Hi Tianxi Seven Fairies,2005.0,Chinese mainland,7.8,63201.0,https://movie.douban.com/subject/2997317/,2997317.0
消失的孩子,惊日无事,2022.0,Chinese mainland,7.2,64154.0,https://movie.douban.com/subject/35235616/,35235616.0
虎啸龙吟,"Growling Tiger, Roaring Dragon",2017.0,Chinese mainland,8.4,93904.0,https://movie.douban.com/subject/27087788/,27087788.0
未生 미생,Incomplete Life,2014.0,South Korea,9.2,95225.0,https://movie.douban.com/subject/25870057/,25870057.0
豪杰春香 쾌걸춘향,Delightful Girl Choon-hyang,2005.0,South Korea,8.0,81412.0,https://movie.douban.com/subject/2030778/,2030778.0
拥抱太阳的月亮 해를 품은 달,The Moon Embracing the Sun,2012.0,South Korea,8.1,91792.0,https://movie.douban.com/subject/7051270/,7051270.0
制作人 프로듀사,Producer,2015.0,South Korea,7.7,65777.0,https://movie.douban.com/subject/26334946/,26334946.0
Live 라이브,Live：辖区现场,2018.0,South Korea,9.2,66488.0,https://movie.douban.com/subject/27068596/,27068596.0
大秦帝国之崛起,The Qin Empire 3,2017.0,Chinese mainland,8.4,66169.0,https://movie.douban.com/subject/5923466/,5923466.0
屋塔房王世子 옥탑방 왕세자,屋塔房的王世子,2012.0,South Korea,7.8,78170.0,https://movie.douban.com/subject/10439236/,10439236.0
好久没做 LTNS,Long Time No Sex,2024.0,South Korea,8.5,93884.0,https://movie.douban.com/subject/36324447/,36324447.0
你的目光所及之处 너의 시선이 머무는 곳에,君の視線が止まる先に,2020.0,South Korea,8.3,68192.0,https://movie.douban.com/subject/35047667/,35047667.0
毛骗 终结篇,毛骗3,2015.0,Chinese mainland,9.7,106994.0,https://movie.douban.com/subject/26603847/,26603847.0
蓝色生死恋 가을동화,Autumn Fairy Tale,2000.0,South Korea,8.3,96569.0,https://movie.douban.com/subject/1482394/,1482394.0
Move to Heaven：我是遗物整理师 무브 투 헤븐: 나는 유품 정리사입니다,Move to heaven: I am a relic organizer 무브 투 투: 나 는 유품 정리사 입니다,2021.0,South Korea,9.1,84936.0,https://movie.douban.com/subject/34929977/,34929977.0
仁显王后的男人 인현왕후의 남자,Queen and I,2012.0,South Korea,8.6,100453.0,https://movie.douban.com/subject/10561898/,10561898.0
咖啡王子1号店 커피프린스1호점,Coffee Prince 1st Shop,2007.0,South Korea,8.1,73538.0,https://movie.douban.com/subject/2216326/,2216326.0
想你 보고싶다,Missing You,2012.0,South Korea,7.3,75763.0,https://movie.douban.com/subject/19964006/,19964006.0
大秦帝国之纵横,Qin Empire 2,2013.0,Chinese mainland,9.3,72403.0,https://movie.douban.com/subject/4858790/,4858790.0
模范出租车 모범택시,模范计程车,2021.0,South Korea,8.2,64426.0,https://movie.douban.com/subject/35231436/,35231436.0
内在美 뷰티인사이드,Beauty Inside,2018.0,South Korea,7.9,95001.0,https://movie.douban.com/subject/30269039/,30269039.0
